DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Global (stdev) [W/m^2],Avg Direct (stdev) [W/m^2],Avg Diffuse (stdev) [W/m^2],Avg CHP1 Temp [deg C],Avg CHP1 Temp (stdev) [deg C],Avg CR1000 Temp [deg C],Avg CR1000 Battery [VDC]
3/7/2016,16,264.1230,11.7085,254.6299,15.4459,14.5736,6.6202,27.5282,0.0118,30.4395,13.2323
3/7/2016,17,222.1541,43.3328,200.9203,18.3107,29.6262,5.1789,26.6023,0.0125,29.5098,13.2360
3/7/2016,18,66.2382,10.1530,62.1976,3.1427,4.9542,1.4288,25.1988,0.0118,28.4418,13.2642
3/7/2016,19,17.9479,0.1057,17.8972,0.4463,0.1237,0.4349,24.1885,0.0076,27.2510,13.2918
3/7/2016,20,-2.1760,-0.2415,-2.0385,0.1411,0.1709,0.1141,23.6378,0.0061,26.4922,13.2450
3/7/2016,21,-1.8700,-0.1319,-1.8295,0.1516,0.1664,0.0114,23.4677,0.0053,26.1695,13.2553
3/7/2016,22,-2.5387,-0.3867,-2.5528,0.0618,0.0160,0.0373,23.0933,0.0090,25.8043,13.2950
3/7/2016,23,-2.4476,-0.3893,-2.4520,0.0607,0.0073,0.0401,23.0032,0.0087,25.4702,13.3122
3/8/2016,0,-2.3758,-0.3863,-2.3698,0.0738,0.0162,0.0560,23.1305,0.0088,25.4767,13.3083
3/8/2016,1,-2.4057,-0.3902,-2.3746,0.0847,0.0041,0.0455,23.0437,0.0087,25.4335,13.3048
3/8/2016,2,-1.8373,-0.1195,-1.8164,0.1209,0.1294,0.0199,23.2250,0.0061,25.5730,13.3138
3/8/2016,3,-1.8261,-0.0707,-1.7988,0.1228,0.1220,0.0229,23.1938,0.0089,25.6598,13.2773
3/8/2016,4,-1.7983,-0.0327,-1.8199,0.0897,0.0897,0.0283,23.1078,0.0063,25.6577,13.3115
3/8/2016,5,-1.9605,-0.1083,-1.8833,0.1472,0.1416,0.0755,23.1547,0.0063,25.6700,13.3140
3/8/2016,6,-2.4003,-0.1183,-2.4933,0.0173,0.1346,0.0121,23.0795,0.0072,25.8687,11.4827
3/8/2016,7,-1.7646,-0.0819,-1.8482,0.0777,0.1265,0.0804,23.1087,0.0070,26.1223,11.4368
3/8/2016,8,21.5297,-0.0014,21.3602,0.3732,0.0389,0.3654,23.1492,0.0096,26.0527,13.3275
3/8/2016,9,95.0746,0.3315,94.4291,0.4047,0.0520,0.3973,23.4110,0.0080,25.8095,13.3683
3/8/2016,10,162.2830,0.3910,161.2906,0.4567,0.0000,0.4493,24.4137,0.0096,26.3382,13.3673
3/8/2016,11,241.0550,0.4364,239.4012,0.5164,0.0471,0.5048,25.8578,0.0110,27.3770,13.3505
3/8/2016,12,378.7110,9.3855,367.1663,3.1678,2.0841,1.4484,28.1565,0.0163,29.0093,13.2983
3/8/2016,13,622.2889,147.9959,472.0834,20.5598,17.9700,3.3012,30.8165,0.0199,31.2638,13.1882
3/8/2016,14,599.8900,96.4726,501.2036,19.7938,17.2392,3.8610,32.5577,0.0198,33.8782,13.1508
3/8/2016,15,465.4500,56.4267,411.3681,12.7326,12.3471,2.0468,31.0053,0.0261,34.0927,13.1590
3/8/2016,16,462.6873,185.6976,330.0714,15.9598,20.2535,2.0923,30.5200,0.0203,33.5737,13.1388
3/8/2016,17,346.2195,283.8869,204.8690,20.9907,37.9926,3.1110,29.8533,0.0223,33.1487,13.1273
3/8/2016,18,155.9263,185.6499,102.1842,8.2905,21.7053,1.9365,27.8230,0.0167,31.7562,13.2085
3/8/2016,19,6.3083,0.2721,6.1519,0.2304,0.1848,0.2120,25.3992,0.0131,29.3990,13.2368
3/8/2016,20,-2.3685,-0.2000,-2.3456,0.0317,0.0915,0.0902,24.3612,0.0070,27.6927,13.2195
3/8/2016,21,-1.9028,-0.0583,-1.7981,0.1638,0.1290,0.0222,24.0693,0.0068,27.0815,13.3245
3/8/2016,22,-2.3435,-0.0471,-2.2211,0.0731,0.1158,0.1436,24.0323,0.0049,26.9737,13.3082
3/8/2016,23,-2.2029,-0.0585,-2.0334,0.1236,0.1043,0.1000,23.7813,0.0070,26.7558,13.2595
3/9/2016,0,-2.5227,-0.3313,-2.5388,0.0570,0.0702,0.0222,23.3450,0.0067,26.4645,13.2710
3/9/2016,1,-2.7953,-0.3893,-2.7829,0.0569,0.0090,0.0211,22.5905,0.0098,25.9363,13.2948
3/9/2016,2,-2.7222,-0.3872,-2.7689,0.0630,0.0082,0.0169,21.7762,0.0102,25.1208,13.3152
3/9/2016,3,-2.5690,-0.3911,-2.4999,0.0752,0.0000,0.0160,21.4957,0.0083,24.4912,13.3477
3/9/2016,4,-2.5419,-0.3517,-2.4407,0.1079,0.0493,0.0262,21.1848,0.0077,24.1413,13.4077
3/9/2016,5,-2.4381,-0.3812,-2.4943,0.0519,0.0131,0.0008,21.1945,0.0073,23.8792,13.3747
3/9/2016,6,-2.4212,-0.3415,-2.4390,0.0351,0.0606,0.0685,21.2958,0.0084,24.1823,11.4840
3/9/2016,7,-1.1339,-0.2784,-0.3320,0.0843,0.0266,0.0933,20.9505,0.0101,24.2450,11.4453
3/9/2016,8,19.3517,-0.3031,20.0086,0.5840,0.0166,0.5924,21.3428,0.0096,24.4183,13.3533
3/9/2016,9,19.0878,-0.1584,19.0458,0.9993,0.0367,1.0007,21.1255,0.0110,24.6475,13.3925
3/9/2016,10,35.5610,0.1036,35.5841,1.7933,0.0488,1.7965,19.4928,0.0179,23.3735,13.4187
3/9/2016,11,116.3932,0.2373,116.0922,3.1370,0.3848,3.0426,18.0402,0.0160,21.3227,13.3808
3/9/2016,12,253.7195,3.1507,248.6130,13.2746,2.8088,11.4112,20.0793,0.0210,22.1110,13.3500
3/9/2016,13,109.0537,0.0113,107.6821,2.0892,0.0323,2.0895,18.3798,0.0201,22.0930,13.3573
3/9/2016,14,563.9792,168.1659,398.2523,82.6350,76.0973,13.5598,18.3025,0.0236,20.8592,13.3698
3/9/2016,15,523.2040,105.6846,427.9999,39.1234,38.3958,8.7571,21.6405,0.0196,23.0813,13.3142
3/9/2016,16,134.0353,0.2328,133.4797,3.5584,0.2115,3.5602,20.3363,0.0272,23.8238,13.3432
3/9/2016,17,30.9324,-0.4717,30.8735,1.4567,0.0042,1.4573,16.9500,0.0144,21.1650,13.3795
3/9/2016,18,17.0488,-0.3524,17.0655,0.4372,0.0185,0.4275,16.4677,0.0118,19.7935,13.3923
3/9/2016,19,1.2705,-0.3618,1.3616,0.1106,0.0146,0.0903,15.8718,0.0124,19.1018,13.3947
3/9/2016,20,-1.5256,-0.5195,-1.2574,0.1143,0.0498,0.0518,15.7798,0.0071,18.6413,13.4458
3/9/2016,21,-1.6462,-0.6703,-1.6923,0.0512,0.0659,0.0462,15.7898,0.0101,18.4170,13.4555
3/9/2016,22,-1.6981,-0.4429,-1.7551,0.0254,0.0130,0.0626,15.7473,0.0075,18.2753,13.4268
3/9/2016,23,-1.7448,-0.4089,-1.8421,0.0517,0.0148,0.0735,15.3790,0.0142,18.0472,13.4305
3/10/2016,0,-1.8842,-0.3915,-1.8417,0.1352,0.0000,0.0545,15.4372,0.0098,17.9570,13.4063
3/10/2016,1,-2.0290,-0.3948,-1.9805,0.1231,0.0105,0.0704,15.6412,0.0109,18.0250,13.4417
3/10/2016,2,-2.0764,-0.4637,-2.0176,0.1058,0.0241,0.0484,15.7537,0.0103,18.1190,13.4317
3/10/2016,3,-2.0998,-0.3915,-1.9427,0.0735,0.0000,0.0524,15.5485,0.0100,18.0797,13.4103
3/10/2016,4,-2.2586,-0.3915,-2.2788,0.0884,0.0000,0.0720,15.3132,0.0067,18.0145,13.4157
3/10/2016,5,-2.0402,-0.3915,-2.1068,0.0907,0.0000,0.0940,15.3225,0.0089,17.8648,13.4205
3/10/2016,6,-2.7212,-0.3897,-2.8270,0.0461,0.0057,0.0323,15.1735,0.0074,18.0083,11.4827
3/10/2016,7,-1.9916,-0.2720,-2.1147,0.0766,0.0944,0.0515,15.3573,0.0099,18.3697,11.4462
3/10/2016,8,18.0430,-0.1055,17.7963,0.3819,0.0989,0.3775,15.4478,0.0094,18.6900,13.4522
3/10/2016,9,64.3348,0.0110,64.3142,1.2494,0.0106,1.2429,15.7672,0.0099,18.7427,13.4907
3/10/2016,10,247.1406,28.7747,229.0233,16.4029,14.3573,8.1870,17.8257,0.0205,19.7600,13.4820
3/10/2016,11,532.1845,258.4723,303.8852,53.2022,50.2346,14.1889,20.1705,0.0285,21.5903,13.4185
3/10/2016,12,873.6088,801.7823,111.2022,33.7369,36.0132,4.2719,24.4742,0.0255,25.2322,13.3088
3/10/2016,13,868.0892,669.8627,195.9652,73.7271,71.3670,9.5829,28.0313,0.0313,28.8057,13.2865
3/10/2016,14,552.7359,162.0684,390.0707,65.1685,61.2054,6.9909,28.2722,0.0289,30.7380,13.2320
3/10/2016,15,783.4024,610.5057,232.6673,49.5279,59.1699,7.5486,28.6210,0.0260,30.7880,13.2312
3/10/2016,16,477.3101,208.8021,316.2414,57.2729,71.4359,7.0041,28.3140,0.0340,32.0375,13.1992
3/10/2016,17,280.1680,206.3655,178.7692,17.2795,27.6035,3.5489,24.5663,0.0206,29.5093,13.2622
3/10/2016,18,104.9584,72.8066,75.1361,4.8090,10.1330,1.0284,23.2430,0.0145,27.7645,13.2782
3/10/2016,19,6.3156,-0.3618,6.3408,0.2246,0.0425,0.2181,21.4388,0.0137,25.4790,13.2597
3/10/2016,20,-2.5402,-0.3354,-2.5951,0.0450,0.0167,0.0162,19.5025,0.0103,23.3603,13.3372
3/10/2016,21,-2.3986,0.1535,-2.3261,0.1211,0.0292,0.0937,17.9493,0.0187,22.0407,13.3400
3/10/2016,22,-2.3643,-0.1825,-2.3305,0.0910,0.0338,0.0761,15.6427,0.0126,19.8065,13.3777
3/10/2016,23,-2.4918,-0.3063,-2.4526,0.0692,0.0178,0.0558,14.4225,0.0106,18.2427,13.4137
3/11/2016,0,-2.7119,-0.3915,-2.7745,0.0364,0.0000,0.0402,13.5128,0.0103,17.0800,13.4260
3/11/2016,1,-2.7002,-0.3915,-2.6780,0.0289,0.0000,0.0545,13.6663,0.0103,16.6028,13.4997
3/11/2016,2,-2.7184,-0.3916,-2.7380,0.0064,0.0000,0.0834,13.5210,0.0101,16.3597,13.5097
3/11/2016,3,-2.7431,-0.3938,-2.7646,0.0445,0.0077,0.0356,12.8632,0.0115,15.9262,13.4653
3/11/2016,4,-2.7354,-0.3913,-2.7413,0.0223,0.0037,0.0758,12.8273,0.0122,15.6758,13.4393
3/11/2016,5,-2.7232,-0.3917,-2.8434,0.0000,0.0000,0.0209,12.0448,0.0125,15.1970,13.4355
3/11/2016,6,-2.8693,-0.3917,-2.8797,0.0560,0.0000,0.0174,11.8348,0.0064,15.0120,11.4927
3/11/2016,7,1.5116,15.3177,0.5440,0.1670,1.0630,0.1218,11.8933,0.0125,15.3508,11.4377
3/11/2016,8,51.7459,34.2703,48.5472,0.7214,2.6441,0.4734,13.1100,0.0145,16.0168,13.4900
3/11/2016,9,263.4504,120.1474,202.9483,16.5846,30.1542,1.8241,15.6947,0.0216,17.3438,13.5105
3/11/2016,10,520.8015,396.8882,258.2182,47.0321,67.8012,4.5117,19.2502,0.0252,20.5193,13.4680
3/11/2016,11,668.9720,438.1581,308.5802,69.3254,79.9827,8.4751,21.9477,0.0239,23.6017,13.4087
3/11/2016,12,750.6387,475.1385,292.9209,101.2117,102.7853,8.2294,23.0477,0.0220,24.9435,13.3462
3/11/2016,13,750.5526,321.1441,424.2058,92.2401,87.4630,7.2212,24.6940,0.0187,26.3092,13.2785
3/11/2016,14,547.4354,87.4687,458.4628,41.6246,36.1610,6.8567,24.9293,0.0216,27.1627,13.3148
3/11/2016,15,320.2609,7.6772,312.0657,6.2951,4.0335,3.2177,23.1333,0.0165,26.5103,13.2730
3/11/2016,16,260.1667,5.7668,254.7030,3.0327,2.2057,1.5759,22.3568,0.0152,25.8905,13.2812
3/11/2016,17,61.0590,0.1906,60.9934,0.4709,0.1013,0.4550,20.6683,0.0104,24.4748,13.3228
3/11/2016,18,50.3297,0.1383,50.3236,0.2878,0.0423,0.2941,20.1505,0.0072,23.4328,13.3267
3/11/2016,19,18.9445,86.9978,10.3848,0.5917,3.9933,0.2176,19.7135,0.0080,22.9488,13.3068
3/11/2016,20,-2.7534,-0.3912,-2.7081,0.0411,0.0000,0.0218,18.8397,0.0097,22.2875,13.3740
3/11/2016,21,-2.8632,-0.3921,-2.8466,0.0987,0.0033,0.0083,18.1232,0.0109,21.2778,13.3528
3/11/2016,22,-2.6975,-0.4255,-2.7443,0.0506,0.0156,0.0122,17.5553,0.0096,20.5123,13.4197
3/11/2016,23,-2.7083,-0.3923,-2.7500,0.0169,0.0030,0.0409,17.2990,0.0084,20.1870,13.4497
3/12/2016,0,-2.7575,-0.3914,-2.7757,0.0454,0.0000,0.0639,16.5857,0.0117,19.7218,13.3878
3/12/2016,1,-2.7223,-0.3914,-2.8107,0.0037,0.0000,0.0505,16.0568,0.0098,19.1792,13.3788
3/12/2016,2,-2.7216,-0.3914,-2.7737,0.0025,0.0000,0.0229,15.4172,0.0123,18.5310,13.4662
3/12/2016,3,-2.6751,-0.4088,-2.6578,0.0487,0.0109,0.0585,15.1655,0.0073,18.0252,13.4417
3/12/2016,4,-2.7216,-0.3915,-2.7578,0.0048,0.0000,0.0552,14.7793,0.0108,17.7110,13.4240
3/12/2016,5,-2.7174,-0.3915,-2.5558,0.0113,0.0000,0.0516,14.0572,0.0080,17.1173,13.4215
3/12/2016,6,-2.8293,-0.3915,-2.7544,0.0262,0.0000,0.0703,13.9560,0.0111,16.8625,11.5020
3/12/2016,7,1.3606,21.8348,0.1043,0.1684,1.0794,0.1225,14.1995,0.0096,17.2015,11.4413
3/12/2016,8,129.3158,453.2773,31.0527,1.0331,2.1586,0.1862,15.2192,0.0187,18.0730,13.4517
3/12/2016,9,357.4560,677.8241,52.5513,1.1304,1.4225,0.1211,19.0773,0.0255,20.5977,13.4647
3/12/2016,10,579.8355,766.6101,65.5126,1.0095,1.2345,0.1276,22.9398,0.0239,24.3603,13.4050
3/12/2016,11,761.4747,815.4368,73.0488,0.8377,1.1994,0.1078,26.1517,0.0200,27.4030,13.3393
3/12/2016,12,880.4802,827.7908,85.3828,1.0513,1.6337,0.2390,27.9758,0.0173,29.4323,13.2760
3/12/2016,13,924.8959,805.8541,109.3407,12.8853,13.6138,1.6220,29.0953,0.0187,30.8075,13.2440
3/12/2016,14,920.9481,827.1614,99.1209,5.3989,6.2522,0.4417,30.0092,0.0217,31.9188,13.1983
3/12/2016,15,826.8260,800.4347,104.3517,7.7756,8.7030,0.9632,30.8600,0.0202,33.1823,13.1763
3/12/2016,16,659.4975,755.6035,91.2679,9.0607,11.3566,0.6812,31.0817,0.0292,34.2958,13.1417
3/12/2016,17,453.9891,695.8496,73.2245,1.2156,1.4591,0.2155,30.8288,0.0201,34.5187,13.1438
3/12/2016,18,216.9615,516.2886,54.5284,1.1258,1.4443,0.2029,28.1985,0.0189,33.2783,13.1648
3/12/2016,19,28.2953,134.3742,12.2704,0.5522,1.8452,0.2313,25.7927,0.0164,30.7167,13.1887
3/12/2016,20,-3.3163,-0.3908,-3.0192,0.0896,0.0000,0.1161,23.2948,0.0136,27.6450,13.2638
3/12/2016,21,-2.8315,-0.3910,-2.8495,0.1240,0.0000,0.0000,21.7585,0.0101,25.5160,13.2893
3/12/2016,22,-2.8422,-0.3911,-2.8503,0.1395,0.0000,0.0000,20.4962,0.0103,24.0915,13.3370
3/12/2016,23,-2.7706,-0.3911,-2.8507,0.0899,0.0000,0.0000,19.4445,0.0082,22.8900,13.3157
3/13/2016,0,-2.7200,-0.3912,-2.8512,0.0000,0.0000,0.0000,18.7782,0.0072,21.9993,13.3997
3/13/2016,1,-2.1283,-0.3766,-2.0865,0.0775,0.0289,0.0684,19.1698,0.0076,21.7968,13.3640
3/13/2016,2,-2.6479,-0.3913,-2.6660,0.0235,0.0000,0.0421,19.4373,0.0068,22.0390,13.3538
3/13/2016,3,-2.6850,-0.3913,-2.7305,0.0213,0.0000,0.0386,19.2288,0.0069,21.8875,13.3578
3/13/2016,4,-2.6330,-0.3913,-2.7088,0.0197,0.0000,0.0263,19.1443,0.0082,21.7317,13.3485
3/13/2016,5,-2.7205,-0.3913,-2.8507,0.0000,0.0000,0.0033,18.8382,0.0088,21.4335,13.3497
3/13/2016,6,-2.9561,-0.3913,-2.8825,0.1239,0.0000,0.0263,18.6897,0.0103,21.3940,11.4972
3/13/2016,7,1.6447,11.0025,0.9742,0.2111,0.6071,0.1255,18.5230,0.0084,21.5313,11.4480
3/13/2016,8,120.7613,267.3186,60.2525,11.5582,47.2498,1.5822,19.2643,0.0127,21.8202,13.3897
3/13/2016,9,343.3728,522.4418,101.4028,35.2918,86.1879,2.8341,21.3383,0.0149,23.1190,13.4183
3/13/2016,10,582.2805,717.4553,97.5414,1.1476,1.1289,0.2069,24.2142,0.0217,25.4277,13.3832
3/13/2016,11,761.4207,771.8156,106.5012,0.9145,0.8033,0.1533,27.4798,0.0232,28.4985,13.3367
3/13/2016,12,882.5517,805.0799,105.7391,0.7572,0.7129,0.1296,30.4918,0.0236,31.4602,13.2242
3/13/2016,13,935.6608,818.2936,104.5423,1.0712,1.0858,0.1311,34.2210,0.0208,34.5758,13.1505
3/13/2016,14,913.9195,813.7270,104.2922,0.9309,0.9209,0.1399,35.4595,0.0181,36.9017,13.1043
3/13/2016,15,820.3845,801.3044,94.6623,0.8820,0.8180,0.1116,37.2642,0.0231,39.0670,13.0692
3/13/2016,16,657.6293,752.9121,88.8973,1.0151,0.7701,0.1133,36.2975,0.0302,40.3765,13.0608
3/13/2016,17,449.4144,676.8464,77.1072,1.1247,0.7390,0.1403,35.8175,0.0278,40.1375,13.0785
3/13/2016,18,215.7403,490.6560,58.5044,1.4575,3.4966,0.1532,33.7488,0.0218,38.9103,13.0365
3/13/2016,19,25.6531,72.3578,16.4641,0.8278,4.8757,0.2982,30.5962,0.0161,35.6117,13.0823
3/13/2016,20,-3.7396,-0.3905,-3.6120,0.1033,0.0000,0.0303,28.1855,0.0132,32.3473,13.1942
3/13/2016,21,-3.5716,-0.3907,-3.5377,0.0848,0.0000,0.0406,25.6873,0.0163,29.8882,13.2152
3/13/2016,22,-3.3201,-0.3908,-3.1199,0.0688,0.0000,0.0879,23.2940,0.0143,27.5075,13.2780
3/13/2016,23,-3.1443,-0.3910,-2.8520,0.1575,0.0000,0.0084,21.7900,0.0096,25.6092,13.2793
3/14/2016,0,-3.1759,-0.3911,-2.8528,0.1366,0.0000,0.0111,20.8163,0.0084,24.3402,13.3017
3/14/2016,1,-2.9858,-0.3911,-2.8507,0.1396,0.0000,0.0000,20.2205,0.0069,23.4702,13.3435
3/14/2016,2,-2.9847,-0.3911,-2.8008,0.1093,0.0000,0.0029,19.6895,0.0075,22.8368,13.3113
3/14/2016,3,-2.5504,-0.3911,-2.5126,0.0296,0.0000,0.0782,19.6388,0.0073,22.5728,13.3715
3/14/2016,4,-2.2394,-0.2967,-2.1492,0.1012,0.0675,0.0635,19.6770,0.0033,22.5932,13.3583
3/14/2016,5,-2.0589,-0.0462,-1.9502,0.1248,0.0727,0.0588,19.6173,0.0064,22.6142,13.4197
3/14/2016,6,-2.5834,-0.1704,-2.6172,0.0442,0.1174,0.0271,19.1998,0.0091,22.5483,11.4922
3/14/2016,7,-0.2606,0.0000,-0.3036,0.0946,0.0050,0.0846,19.2407,0.0063,22.8153,11.4410
3/14/2016,8,58.4360,2.1785,57.6659,1.8877,1.7428,1.4824,19.5990,0.0082,22.8958,13.3800
3/14/2016,9,220.7453,58.4699,190.2464,18.1277,27.5240,5.0220,21.0827,0.0143,23.3705,13.4160
3/14/2016,10,440.4920,135.5987,341.0977,42.9698,54.2450,8.9177,23.8708,0.0209,25.1187,13.3813
3/14/2016,11,767.5100,729.7051,143.5149,6.6208,8.6982,1.4995,26.8925,0.0176,27.8258,13.3443
3/14/2016,12,885.8085,793.9843,115.8607,2.0583,2.3169,0.4473,29.3945,0.0162,30.4117,13.2658
3/14/2016,13,940.6094,803.4893,121.5419,2.8190,2.9268,0.6802,31.4557,0.0162,32.5742,13.1830
3/14/2016,14,911.8259,768.9718,144.0035,16.7879,16.3693,1.2693,33.5917,0.0158,34.6750,13.1178
3/14/2016,15,723.2568,546.2646,218.1838,16.9919,18.5037,1.2315,34.7975,0.0180,36.2503,13.1068
3/14/2016,16,575.3605,334.6838,322.2262,16.5601,20.7346,1.2224,35.0095,0.0119,36.8093,13.0918
3/14/2016,17,305.2645,104.7958,245.1712,6.1657,10.0193,1.0105,33.1993,0.0201,36.2577,13.0787
3/14/2016,18,142.2854,54.5102,122.4647,1.6224,3.5893,0.7070,29.5842,0.0204,33.7742,13.1427
3/14/2016,19,18.5510,10.8923,17.1171,0.5661,1.7348,0.3647,26.2915,0.0174,30.6690,13.1965
3/14/2016,20,-3.0098,-0.3908,-2.8947,0.1351,0.0000,0.0319,23.8228,0.0127,27.9302,13.2538
3/14/2016,21,-2.7197,-0.3909,-2.8493,0.0041,0.0000,0.0000,22.4618,0.0088,26.1080,13.2907
3/14/2016,22,-2.7187,-0.3910,-2.8274,0.0000,0.0000,0.0414,21.8275,0.0077,25.0768,13.2900
3/14/2016,23,-2.7191,-0.3911,-2.8275,0.0000,0.0000,0.0348,21.4913,0.0076,24.4750,13.2882
3/15/2016,0,-2.7194,-0.3911,-2.8505,0.0000,0.0000,0.0000,21.2535,0.0061,24.0538,13.3847
3/15/2016,1,-2.4554,-0.3911,-2.4104,0.0543,0.0000,0.0711,21.3155,0.0066,23.8823,13.3847
3/15/2016,2,-2.3682,-0.3911,-2.3305,0.0203,0.0000,0.1096,21.6690,0.0070,24.1035,13.3755
3/15/2016,3,-2.4889,-0.3911,-2.5052,0.0511,0.0000,0.0279,21.6235,0.0095,24.1512,13.4045
3/15/2016,4,-2.5168,-0.3911,-2.5076,0.0507,0.0000,0.0500,21.2837,0.0059,23.8955,13.3788
3/15/2016,5,-2.7132,-0.3911,-2.6486,0.0113,0.0000,0.1244,20.9093,0.0066,23.5543,13.3150
3/15/2016,6,-2.8702,-0.3911,-2.8524,0.1192,0.0000,0.0189,20.6958,0.0074,23.4195,11.4862
3/15/2016,7,2.6418,-0.3116,2.6176,0.1977,0.0198,0.1484,20.5090,0.0069,23.5842,11.4493
3/15/2016,8,63.8852,1.2010,63.5326,0.6466,0.4081,0.6003,21.0532,0.0099,23.6818,13.3557
3/15/2016,9,155.7511,0.5463,155.1253,1.3144,0.1465,1.2993,22.2448,0.0099,24.2262,13.3913
3/15/2016,10,264.3899,3.1074,261.3313,2.2316,0.9768,1.7000,23.8453,0.0130,25.3230,13.3855
3/15/2016,11,506.5179,93.9491,420.5256,6.5975,6.0477,1.4706,26.6772,0.0248,27.2383,13.3535
3/15/2016,12,691.9685,211.7630,482.4362,21.7806,19.1978,2.9360,30.6297,0.0183,30.5843,13.2698
3/15/2016,13,725.5592,203.9899,513.4999,17.3243,15.0703,2.0998,33.1475,0.0204,33.5240,13.1725
3/15/2016,14,680.8310,166.0134,510.3377,21.2616,18.4654,2.9577,34.4748,0.0219,35.6077,13.1267
3/15/2016,15,529.6712,101.7561,432.9785,15.0390,13.0950,3.2608,34.9588,0.0292,36.7707,13.1168
3/15/2016,16,396.6620,61.0636,346.5964,6.8044,6.4185,2.2157,33.2167,0.0204,36.6348,13.0743
3/15/2016,17,265.3129,46.7131,238.8592,5.0304,6.6959,1.6109,31.2060,0.0196,35.0247,13.1352
3/15/2016,18,132.3027,26.7995,124.4518,1.3952,2.8998,0.5966,28.8305,0.0119,32.6987,13.2027
3/15/2016,19,16.2730,2.8592,16.0414,0.3578,0.4136,0.3519,26.9017,0.0133,30.7402,13.2163
3/15/2016,20,-2.7170,-0.3908,-2.8480,0.0000,0.0000,0.0000,25.1052,0.0114,28.8585,13.2558
3/15/2016,21,-2.7177,-0.3909,-2.8474,0.0000,0.0000,0.0059,23.7703,0.0096,27.3608,13.2535
3/15/2016,22,-2.7004,-0.3910,-2.6845,0.0291,0.0000,0.0818,22.7842,0.0082,26.2323,13.2998
3/15/2016,23,-2.5683,-0.3910,-2.4935,0.1621,0.0000,0.0000,22.2865,0.0067,25.5082,13.2858
3/16/2016,0,-2.1630,-0.1876,-2.0122,0.1464,0.0593,0.0171,22.1877,0.0084,25.1993,13.3247
3/16/2016,1,-2.0897,-0.0093,-1.8134,0.1725,0.0444,0.0573,22.5277,0.0066,25.4283,13.3287
3/16/2016,2,-2.1055,-0.0068,-1.8207,0.1853,0.0311,0.0679,22.6408,0.0072,25.6055,13.3237
3/16/2016,3,-2.1363,-0.0055,-1.8596,0.1777,0.0321,0.1137,22.6937,0.0078,25.6735,13.3335
3/16/2016,4,-2.2168,-0.0098,-1.9897,0.1378,0.0425,0.1407,22.7793,0.0087,25.7982,13.3068
3/16/2016,5,-2.2341,-0.0159,-2.0516,0.1541,0.0603,0.1462,22.7062,0.0041,25.8345,13.2910
3/16/2016,6,-2.4234,-0.0060,-2.4603,0.0467,0.0372,0.0142,22.6678,0.0078,25.9823,11.5023
3/16/2016,7,-2.2526,-0.0708,-2.2611,0.0668,0.0988,0.0515,22.2897,0.0097,26.0973,11.4457
3/16/2016,8,19.2857,-0.0401,19.3412,0.3249,0.1017,0.3131,22.6063,0.0085,25.9640,13.3305
3/16/2016,9,69.0825,0.3874,68.9635,0.6581,0.0134,0.6517,23.3872,0.0085,26.2077,13.3682
3/16/2016,10,133.8131,0.3846,133.4073,2.7715,0.0064,2.7603,24.4243,0.0129,26.9215,13.3573
3/16/2016,11,215.4731,1.2318,213.7305,8.6828,0.6981,8.4360,25.3245,0.0158,27.8050,13.3357
3/16/2016,12,316.7101,2.0099,313.3972,6.8753,0.8686,6.4489,27.3512,0.0175,29.0638,13.3155
3/16/2016,13,220.6967,0.6668,219.3836,3.8415,0.1833,3.7970,28.0920,0.0108,30.1063,13.2230
3/16/2016,14,201.3304,0.4349,200.0521,3.1589,0.0427,3.1549,27.9253,0.0117,30.2883,13.1947
3/16/2016,15,198.9675,0.6881,197.6035,2.3629,0.1788,2.3518,28.1785,0.0109,30.5545,13.2407
3/16/2016,16,199.2038,1.3078,197.9200,2.1704,0.3200,2.0303,27.9547,0.0116,30.5662,13.2483
3/16/2016,17,119.6574,1.3353,118.7949,1.5417,0.2780,1.5347,27.1368,0.0129,30.3455,13.2583
3/16/2016,18,114.5015,11.7517,110.0932,2.0621,2.5223,1.3121,26.8928,0.0129,29.8188,13.2205
3/16/2016,19,11.8974,-0.0262,12.0140,0.2853,0.0820,0.2768,25.5120,0.0100,28.8747,13.2943
3/16/2016,20,-2.6572,-0.3909,-2.6041,0.0240,0.0000,0.0987,24.5155,0.0084,27.8557,13.2425
3/16/2016,21,-2.3780,-0.3808,-2.4698,0.0007,0.0380,0.0269,23.8713,0.0072,27.1148,13.3305
3/16/2016,22,-2.1899,-0.2277,-2.0446,0.1421,0.1184,0.0459,23.1940,0.0064,26.5045,13.2817
3/16/2016,23,-1.9200,-0.0191,-1.7947,0.1940,0.1039,0.0118,22.9133,0.0067,26.1875,13.2753
3/17/2016,0,-2.1646,-0.0896,-1.9907,0.1334,0.1232,0.0822,22.4685,0.0054,25.8205,13.2902
3/17/2016,1,-1.8607,-0.0137,-1.7812,0.1700,0.0646,0.0008,22.2618,0.0068,25.5340,13.3358
3/17/2016,2,-1.7630,-0.0076,-1.7812,0.1102,0.0427,0.0000,22.3627,0.0053,25.4877,13.3170
3/17/2016,3,-1.8488,-0.0009,-1.7811,0.1573,0.0176,0.0000,22.3457,0.0057,25.4913,13.3343
