DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Global (stdev) [W/m^2],Avg Direct (stdev) [W/m^2],Avg Diffuse (stdev) [W/m^2],Avg CHP1 Temp [deg C],Avg CHP1 Temp (stdev) [deg C],Avg CR1000 Temp [deg C],Avg CR1000 Battery [VDC]
1/10/2016,12,690.7700,932.1546,61.5518,0.4973,0.4726,0.0880,12.1657,0.0164,14.4760,13.5198
1/10/2016,13,738.4497,944.0300,62.4793,0.3780,0.5062,0.0968,14.0565,0.0193,16.5990,13.4657
1/10/2016,14,714.5138,938.3893,61.3271,0.4404,0.4813,0.0936,15.9080,0.0197,18.4302,13.4267
1/10/2016,15,619.1766,908.5420,59.8076,0.7165,0.5501,0.0962,16.2857,0.0229,19.9977,13.3808
1/10/2016,16,464.5212,849.3035,55.1612,0.8902,0.6263,0.1049,15.8518,0.0190,20.2513,13.3793
1/10/2016,17,271.8222,721.9780,45.0277,1.0158,1.0403,0.1131,14.6172,0.0174,19.4315,13.3858
1/10/2016,18,71.0461,360.2052,20.2953,0.8057,2.9675,0.2028,12.9913,0.0156,17.7130,13.4468
1/10/2016,19,-2.4778,-0.3824,-2.4735,0.1292,0.0316,0.0311,10.8490,0.0176,15.1957,13.4980
1/10/2016,20,-2.7236,-0.3844,-2.8550,0.0000,0.0201,0.0000,8.7807,0.0141,12.8882,13.5070
1/10/2016,21,-2.7243,-0.3918,-2.8557,0.0000,0.0000,0.0000,7.6424,0.0127,11.3298,13.5137
1/10/2016,22,-2.7250,-0.3919,-2.8558,0.0000,0.0000,0.0031,6.8090,0.0122,10.2450,13.5892
1/10/2016,23,-2.7253,-0.3916,-2.7356,0.0007,0.0025,0.1202,6.3556,0.0078,9.4963,13.5318
1/11/2016,0,-2.6632,-0.3910,-2.5593,0.0190,0.0065,0.1091,5.9509,0.0099,9.0423,13.5910
1/11/2016,1,-1.9314,-0.0715,-1.8106,0.0974,0.0375,0.0620,5.9524,0.0145,9.0130,13.5750
1/11/2016,2,-2.2971,-0.1098,-2.2567,0.0577,0.0690,0.0849,6.3328,0.0154,9.5965,13.5328
1/11/2016,3,-1.7189,0.0000,-1.5893,0.0356,0.0000,0.1082,6.4900,0.0120,9.8190,13.5422
1/11/2016,4,-1.6790,0.0000,-1.5275,0.0390,0.0000,0.1055,6.9539,0.0131,10.1650,13.5368
1/11/2016,5,-1.6611,0.0000,-1.4626,0.0762,0.0000,0.0641,7.1197,0.0144,10.4037,13.5527
1/11/2016,6,-1.8690,0.0000,-1.8451,0.0623,0.0000,0.0546,7.2771,0.0128,10.7382,11.4792
1/11/2016,7,-1.7073,0.0000,-1.7852,0.0117,0.0000,0.0008,7.4382,0.0078,11.2162,11.4412
1/11/2016,8,1.1535,0.0000,1.2246,0.1019,0.0000,0.0947,7.8463,0.0101,11.4362,13.5667
1/11/2016,9,19.8945,0.0000,19.9216,0.4665,0.0000,0.4542,8.3563,0.0115,11.6197,13.6100
1/11/2016,10,49.8211,0.1080,49.7768,0.5201,0.1121,0.5263,9.0280,0.0105,12.0107,13.6030
1/11/2016,11,68.2947,0.3057,68.1846,0.9672,0.0953,0.9615,9.7565,0.0111,12.5652,13.5985
1/11/2016,12,86.2728,0.3712,86.0728,1.0701,0.0317,1.0659,10.5258,0.0123,13.2578,13.5177
1/11/2016,13,145.1623,0.4101,144.7260,1.7559,0.0134,1.7489,11.5142,0.0127,14.0435,13.4768
1/11/2016,14,174.2569,0.4306,173.6475,2.0724,0.0210,2.0697,12.7085,0.0093,15.1620,13.5058
1/11/2016,15,125.1337,0.3917,124.7853,1.6503,0.0000,1.6564,12.9798,0.0111,15.8078,13.4500
1/11/2016,16,61.0072,0.2301,60.8030,0.9235,0.0272,0.9273,12.7942,0.0102,15.9670,13.4418
1/11/2016,17,33.3127,0.0787,33.2151,0.7396,0.0552,0.7349,11.7200,0.0114,15.2245,13.4873
1/11/2016,18,5.2633,-0.0007,5.2514,0.1422,0.0039,0.1399,10.6193,0.0126,14.3005,13.5015
1/11/2016,19,-2.3796,-0.2634,-2.2066,0.0752,0.1053,0.0433,10.0938,0.0102,13.5783,13.4718
1/11/2016,20,-1.7561,-0.1401,-1.6536,0.0546,0.0860,0.0997,10.1890,0.0121,13.4145,13.4783
1/11/2016,21,-2.3189,-0.2345,-2.2143,0.0667,0.0158,0.0283,10.1668,0.0059,13.3753,13.4728
1/11/2016,22,-1.9374,-0.1555,-1.7884,0.0607,0.0618,0.1113,10.2793,0.0080,13.3227,13.4947
1/11/2016,23,-1.6972,-0.0001,-1.5820,0.0152,0.0008,0.1337,10.5670,0.0119,13.6862,13.4675
1/12/2016,0,-1.7021,0.0000,-1.6310,0.0007,0.0000,0.1595,10.7588,0.0199,13.9058,13.4930
1/12/2016,1,-1.6997,0.0000,-1.5621,0.0094,0.0000,0.1380,10.9043,0.0102,13.9958,13.4832
1/12/2016,2,-1.8580,-0.0140,-1.8054,0.0787,0.0366,0.0762,10.9787,0.0077,14.1040,13.4813
1/12/2016,3,-2.2793,-0.3036,-2.2556,0.0676,0.0313,0.0360,10.6867,0.0111,13.8668,13.4760
1/12/2016,4,-2.2857,-0.3344,-2.1953,0.0891,0.0323,0.0463,10.2495,0.0134,13.4463,13.4772
1/12/2016,5,-1.8458,-0.0035,-1.7078,0.0880,0.0137,0.0833,10.3370,0.0114,13.4090,13.4830
1/12/2016,6,-2.4267,-0.1942,-2.4191,0.0740,0.0209,0.0361,9.8707,0.0082,13.3820,11.4843
1/12/2016,7,-2.3780,-0.1159,-2.3718,0.0344,0.0592,0.0999,9.5650,0.0115,13.4342,11.4395
1/12/2016,8,9.3823,5.4488,8.7508,0.5091,2.7336,0.1865,9.3642,0.0092,13.1032,13.5373
1/12/2016,9,83.3499,10.5517,80.3140,2.3842,7.1789,0.6212,10.4748,0.0141,13.2345,13.5802
1/12/2016,10,200.2643,21.1805,190.3641,7.3883,15.8992,0.9309,12.3322,0.0167,14.4558,13.5558
1/12/2016,11,372.4571,125.8150,295.6956,42.3675,69.6316,2.2910,15.2367,0.0224,16.5023,13.4803
1/12/2016,12,608.6968,359.8716,359.4301,60.5669,88.0532,2.5540,18.7798,0.0271,19.7055,13.4253
1/12/2016,13,402.2770,96.6312,329.5756,24.6394,27.9143,6.8261,18.9648,0.0159,21.5088,13.4047
1/12/2016,14,362.6991,50.6444,324.5906,23.4596,24.5923,8.2756,19.0718,0.0192,21.7180,13.3488
1/12/2016,15,386.2538,57.8434,347.1965,18.5660,23.9637,7.3418,20.0413,0.0219,22.5418,13.4010
1/12/2016,16,269.7147,28.9102,253.5801,10.8335,16.7071,3.9552,18.7920,0.0183,22.7112,13.4060
1/12/2016,17,136.4115,26.4323,129.3647,4.3083,11.5421,1.8158,17.7662,0.0139,21.7457,13.3560
1/12/2016,18,44.3711,44.5018,37.0791,2.4360,12.7397,0.4952,16.7768,0.0113,20.6780,13.3885
1/12/2016,19,-2.0462,-0.1561,-2.0021,0.0691,0.1288,0.0691,15.6085,0.0100,19.3773,13.3713
1/12/2016,20,-2.5561,-0.3078,-2.5807,0.0334,0.0604,0.0393,14.6363,0.0119,18.3805,13.4212
1/12/2016,21,-2.1629,-0.0544,-2.0580,0.0720,0.0749,0.1019,13.7425,0.0072,17.3448,13.3983
1/12/2016,22,-2.1919,-0.0164,-2.1113,0.1241,0.0649,0.0411,13.3712,0.0085,16.8610,13.4372
1/12/2016,23,-2.2262,-0.0297,-2.1433,0.1485,0.0760,0.0171,12.9117,0.0100,16.4548,13.5263
1/13/2016,0,-2.2237,-0.0543,-2.1315,0.1135,0.1177,0.0706,12.4925,0.0116,16.0272,13.4600
1/13/2016,1,-2.5983,-0.3695,-2.5216,0.0798,0.0380,0.0477,11.9305,0.0118,15.4607,13.4345
1/13/2016,2,-2.4102,-0.2161,-2.3695,0.0712,0.0732,0.0633,11.2963,0.0149,14.8450,13.4802
1/13/2016,3,-2.5259,-0.1340,-2.5143,0.0524,0.0848,0.0444,10.7547,0.0128,14.5082,13.5372
1/13/2016,4,-2.5567,-0.3020,-2.4887,0.0304,0.0448,0.0614,9.4690,0.0125,13.4128,13.4775
1/13/2016,5,-2.7225,-0.3907,-2.6026,0.0063,0.0044,0.0698,8.7117,0.0120,12.4037,13.5628
1/13/2016,6,-2.7600,-0.3915,-2.8290,0.0225,0.0025,0.0070,8.1152,0.0110,11.8352,11.4937
1/13/2016,7,-2.5696,-0.2762,-2.5202,0.0359,0.1323,0.0478,7.5202,0.0092,11.6240,11.4383
1/13/2016,8,13.2079,33.5050,8.7756,0.6886,3.6248,0.2543,7.5047,0.0127,11.3723,13.5617
1/13/2016,9,205.0602,345.8784,113.9142,6.6412,22.4815,1.3966,9.7625,0.0263,12.2712,13.5992
1/13/2016,10,202.1315,45.9814,184.7923,7.9837,15.0782,3.0888,13.4503,0.0167,15.2942,13.5547
1/13/2016,11,134.9816,0.3929,134.4549,0.8392,0.0026,0.8331,14.8145,0.0119,16.9422,13.5250
1/13/2016,12,140.1801,0.3915,139.6212,1.1714,0.0000,1.1641,16.2772,0.0129,18.2422,13.4243
1/13/2016,13,283.0776,0.9869,281.8715,3.9335,0.2734,3.9394,18.6987,0.0191,19.9843,13.4058
1/13/2016,14,163.1223,0.7784,162.3210,2.7931,0.4233,2.2010,19.7795,0.0146,21.9890,13.3437
1/13/2016,15,119.7603,0.3911,119.2271,2.0392,0.0008,2.0332,19.6783,0.0114,22.3988,13.3647
1/13/2016,16,110.5639,0.5756,110.0700,2.5218,0.1525,2.4833,19.7642,0.0111,22.6778,13.4108
1/13/2016,17,107.7215,5.5065,105.2486,2.2570,2.6600,1.4099,19.7693,0.0101,22.9185,13.2572
1/13/2016,18,9.6162,0.0846,9.6262,0.1878,0.0840,0.1830,18.9015,0.0098,22.4067,13.4135
1/13/2016,19,-1.8210,-0.0001,-1.7270,0.1342,0.0008,0.0133,18.0727,0.0084,21.5653,13.3587
1/13/2016,20,-1.9765,0.0000,-1.8230,0.1291,0.0000,0.0528,17.5298,0.0073,20.9532,13.3492
1/13/2016,21,-2.2883,-0.1334,-2.1188,0.1138,0.0171,0.0630,16.9425,0.0073,20.5080,13.4318
1/13/2016,22,-2.2387,0.0000,-2.0368,0.0928,0.0000,0.1278,16.7522,0.0081,20.2550,13.4220
1/13/2016,23,-2.7751,-0.2036,-2.6155,0.0940,0.0166,0.0699,16.3497,0.0116,19.9960,13.3778
1/14/2016,0,-3.0819,-0.3914,-2.8817,0.0421,0.0000,0.0535,15.4193,0.0108,19.3110,13.3818
1/14/2016,1,-2.4729,-0.3914,-2.3610,0.0450,0.0000,0.0602,14.9893,0.0092,18.6408,13.4880
1/14/2016,2,-2.3642,-0.2710,-2.2715,0.0330,0.0175,0.0539,14.2840,0.0090,17.8410,13.4060
1/14/2016,3,-1.7197,0.0160,-1.6879,0.0276,0.0200,0.0828,14.6398,0.0092,17.8433,13.4083
1/14/2016,4,-1.7434,0.0000,-1.7680,0.0667,0.0000,0.0308,14.5500,0.0057,17.8700,13.3978
1/14/2016,5,-1.7080,0.0000,-1.7160,0.0213,0.0000,0.0558,14.4453,0.0064,17.8057,13.4098
1/14/2016,6,-2.1892,-0.0514,-2.1217,0.0748,0.0428,0.0680,14.3060,0.0091,17.8533,11.4972
1/14/2016,7,-2.3575,-0.1829,-2.3628,0.0474,0.0408,0.0424,14.0440,0.0069,17.9790,11.4460
1/14/2016,8,11.5032,7.0794,11.0091,0.2798,1.1211,0.2215,13.5332,0.0100,17.4932,13.4708
1/14/2016,9,88.3071,17.0186,84.8712,2.1513,6.1380,0.9532,14.4400,0.0138,17.3642,13.5155
1/14/2016,10,239.9466,86.9663,201.0948,15.3961,26.4570,5.0537,16.5277,0.0180,18.5952,13.4928
1/14/2016,11,227.5716,1.1941,226.6311,6.2505,0.2773,6.1579,18.2170,0.0181,20.4157,13.4757
1/14/2016,12,301.6618,3.2835,298.8621,6.2357,1.8089,5.1416,21.1697,0.0179,22.3595,13.3577
1/14/2016,13,452.1464,71.4875,397.5785,29.0070,31.6796,7.8947,24.2747,0.0249,24.8127,13.3283
1/14/2016,14,449.8162,228.9245,287.5255,33.8382,43.2801,7.1042,24.4722,0.0252,26.3277,13.3173
1/14/2016,15,562.8469,568.4926,200.8683,39.5060,62.0447,3.8913,26.2142,0.0220,28.1752,13.2663
1/14/2016,16,402.5515,496.2070,166.6611,25.9195,49.0418,2.2972,25.3877,0.0228,28.6737,13.1975
1/14/2016,17,260.8805,622.3628,58.4249,2.8171,6.5687,0.2879,25.1912,0.0167,28.3788,13.2287
1/14/2016,18,72.5552,304.2484,24.2457,0.8132,2.5755,0.2333,23.3262,0.0168,27.1928,13.3133
1/14/2016,19,-2.9193,-0.3161,-2.9110,0.0840,0.0305,0.0949,20.1083,0.0177,24.5313,13.3392
1/14/2016,20,-3.3862,-0.3912,-3.1958,0.0306,0.0000,0.0913,17.9860,0.0120,22.0960,13.3682
1/14/2016,21,-3.0647,-0.3913,-2.8946,0.0986,0.0000,0.0377,16.8173,0.0101,20.4473,13.3883
1/14/2016,22,-2.9405,-0.3914,-2.8559,0.0905,0.0000,0.0066,16.4772,0.0107,19.6542,13.4112
1/14/2016,23,-2.7483,-0.3914,-2.8342,0.0311,0.0000,0.0310,16.0167,0.0064,19.0208,13.3883
1/15/2016,0,-2.7219,-0.3914,-2.8468,0.0024,0.0000,0.0128,16.3250,0.0088,18.9520,13.3688
1/15/2016,1,-2.7224,-0.3914,-2.8417,0.0052,0.0000,0.0114,15.9877,0.0088,18.7347,13.4683
1/15/2016,2,-2.9674,-0.3914,-2.8724,0.0871,0.0000,0.0205,15.0850,0.0129,18.1753,13.4313
1/15/2016,3,-2.9420,-0.3915,-2.8890,0.1056,0.0000,0.0335,13.7705,0.0114,17.1717,13.4503
1/15/2016,4,-2.7865,-0.3915,-2.8537,0.0788,0.0000,0.0000,13.3315,0.0119,16.3572,13.5088
1/15/2016,5,-2.7822,-0.3916,-2.8536,0.0657,0.0000,0.0024,12.7425,0.0111,15.7368,13.4545
1/15/2016,6,-3.0648,-0.3917,-2.8942,0.0354,0.0000,0.0454,12.3883,0.0090,15.3672,11.4868
1/15/2016,7,-3.1216,-0.3917,-2.9942,0.0837,0.0000,0.0741,12.1180,0.0099,15.3452,11.4402
1/15/2016,8,26.2238,117.6089,9.7299,0.5152,1.8963,0.1894,12.2882,0.0122,15.3080,13.5068
1/15/2016,9,202.4839,584.6850,43.3641,1.0153,2.1148,0.1640,14.1257,0.0235,16.5805,13.5297
1/15/2016,10,397.0949,797.9588,61.9996,1.1118,1.4896,0.1357,18.2645,0.0254,19.7405,13.4878
1/15/2016,11,567.6963,852.7408,77.0095,0.8908,0.9765,0.1397,23.0847,0.0256,23.4193,13.4125
1/15/2016,12,691.9663,901.8560,75.3127,0.6737,0.9145,0.1396,28.4028,0.0275,27.8123,13.2877
1/15/2016,13,732.6306,901.7273,75.7019,2.4585,3.6964,0.4433,31.1705,0.0228,31.8597,13.2423
1/15/2016,14,719.1438,915.2870,68.4760,0.5945,0.7220,0.1274,31.0343,0.0195,33.5848,13.1900
1/15/2016,15,625.9247,893.2422,64.3608,0.6880,0.5474,0.0950,31.3303,0.0251,34.3207,13.1348
1/15/2016,16,467.3752,842.4713,56.0746,0.8954,0.5341,0.1070,30.8553,0.0153,34.3458,13.1438
1/15/2016,17,278.6490,726.1809,44.7705,1.0128,1.3681,0.1513,30.1852,0.0165,33.8967,13.1168
1/15/2016,18,79.0340,357.2001,21.8197,0.8795,2.9772,0.2314,27.0197,0.0214,31.4312,13.2097
1/15/2016,19,-3.5781,-0.2570,-3.4569,0.0914,0.0415,0.0973,23.0205,0.0188,27.5500,13.2507
1/15/2016,20,-3.5812,-0.3909,-3.5790,0.1022,0.0008,0.0334,20.6552,0.0173,24.5452,13.3000
1/15/2016,21,-3.3299,-0.3911,-3.2201,0.0961,0.0000,0.0628,18.2708,0.0137,22.1043,13.3653
1/15/2016,22,-3.2111,-0.3900,-3.0930,0.1162,0.0048,0.0506,16.9210,0.0129,20.3170,13.4013
1/15/2016,23,-3.1365,-0.3914,-2.9733,0.0897,0.0000,0.0203,14.8930,0.0128,18.6725,13.3925
1/16/2016,0,-2.9515,-0.3915,-2.8558,0.0744,0.0000,0.0101,14.0335,0.0094,17.3883,13.4425
1/16/2016,1,-2.7240,-0.3915,-2.8536,0.0051,0.0000,0.0000,13.7913,0.0100,16.7980,13.4340
1/16/2016,2,-2.7884,-0.3915,-2.8578,0.0260,0.0000,0.0096,13.9075,0.0099,16.6885,13.5008
1/16/2016,3,-2.7764,-0.3780,-2.7509,0.1280,0.0057,0.0187,13.4683,0.0130,16.4008,13.4748
1/16/2016,4,-1.6149,-0.3405,-1.5340,0.0907,0.0404,0.0848,14.8492,0.0167,16.7800,13.4750
1/16/2016,5,-1.4627,-0.0844,-1.4328,0.0933,0.0690,0.0675,16.6363,0.0102,18.4613,13.4638
1/16/2016,6,-1.8113,0.0283,-1.8645,0.0401,0.0435,0.0245,16.9943,0.0091,19.6623,11.4965
1/16/2016,7,-1.7491,-0.0005,-1.7848,0.0593,0.0026,0.0086,17.8597,0.0080,20.7020,11.4438
1/16/2016,8,3.8806,-0.0002,3.9084,0.3175,0.0017,0.3073,18.3503,0.0092,21.2767,13.4128
1/16/2016,9,68.2238,3.5981,66.9109,4.8467,4.1149,3.7751,19.0333,0.0087,21.5233,13.4503
1/16/2016,10,369.9379,633.9405,99.4974,9.7331,25.1382,1.5299,20.3375,0.0150,22.6783,13.4270
1/16/2016,11,550.1801,799.9470,92.8474,4.8077,9.8105,1.4748,21.4703,0.0120,24.0857,13.4173
1/16/2016,12,685.0940,871.8059,89.4770,3.1428,6.1220,1.1123,23.1482,0.0163,25.1382,13.3418
1/16/2016,13,726.0077,853.5701,105.1375,8.7004,14.1293,2.0986,25.0832,0.0117,26.9012,13.2690
1/16/2016,14,704.3143,828.4128,116.1768,11.1062,21.0216,4.6322,25.4907,0.0125,27.8817,13.2618
1/16/2016,15,607.9082,822.5451,92.2507,7.4690,13.3853,1.4625,24.9503,0.0130,27.8535,13.2780
1/16/2016,16,463.9565,806.3766,72.1334,3.8868,8.2217,0.5764,24.9222,0.0088,27.7532,13.2822
1/16/2016,17,282.6295,708.5787,53.6080,2.1639,6.0561,0.2609,24.2680,0.0092,27.3960,13.3273
1/16/2016,18,85.0047,368.2584,25.9424,0.9138,3.2726,0.2206,22.4007,0.0159,26.0832,13.2815
1/16/2016,19,-2.8848,0.0484,-2.7739,0.1186,0.1109,0.0508,19.5248,0.0159,23.5348,13.3008
1/16/2016,20,-3.5951,-0.3912,-3.4857,0.0724,0.0000,0.0213,17.6357,0.0145,21.2078,13.3672
1/16/2016,21,-3.4404,-0.3913,-3.2991,0.0398,0.0000,0.0886,16.0230,0.0122,19.4830,13.3837
1/16/2016,22,-3.2045,-0.3914,-3.0212,0.0746,0.0000,0.0462,14.6427,0.0106,17.9928,13.4187
1/16/2016,23,-2.9690,-0.3915,-2.8711,0.0601,0.0000,0.0227,14.1447,0.0117,17.1078,13.4235
1/17/2016,0,-3.0330,-0.3915,-2.8787,0.0850,0.0000,0.0357,13.0407,0.0135,16.3252,13.4672
1/17/2016,1,-3.0241,-0.3916,-2.8544,0.0737,0.0000,0.0008,11.3933,0.0146,15.0052,13.4755
1/17/2016,2,-3.0489,-0.3917,-2.8687,0.0454,0.0000,0.0220,9.9750,0.0129,13.5612,13.4893
1/17/2016,3,-3.0207,-0.3996,-2.9260,0.1066,0.0118,0.0321,8.7108,0.0158,12.2063,13.5360
1/17/2016,4,-2.9264,-0.3944,-2.8846,0.0892,0.0065,0.0138,7.5994,0.0127,11.0442,13.5168
1/17/2016,5,-2.7876,-0.3843,-2.8437,0.0310,0.0151,0.0244,6.8462,0.0111,10.1258,13.5412
1/17/2016,6,-3.0978,-0.3920,-2.9657,0.0645,0.0000,0.0456,6.0531,0.0150,9.5788,11.5007
1/17/2016,7,-2.9542,-0.3920,-2.8669,0.1078,0.0000,0.0219,5.3624,0.0131,9.1722,11.4458
1/17/2016,8,29.4237,194.8834,8.9826,0.5478,2.4461,0.1723,4.6325,0.0163,8.4705,13.6065
1/17/2016,9,208.6299,666.4424,37.4256,0.9826,1.3731,0.1383,6.7555,0.0213,9.5523,13.6420
1/17/2016,10,396.1457,827.1071,51.0524,0.9099,0.6404,0.1030,9.7410,0.0197,12.1853,13.6035
1/17/2016,11,569.7222,895.4523,57.2206,0.7991,0.4972,0.0754,12.7482,0.0241,15.0462,13.5643
1/17/2016,12,693.7210,926.6300,60.6910,0.8300,0.9613,0.1185,15.3322,0.0265,18.0223,13.4882
1/17/2016,13,743.2027,937.0520,61.5099,0.5285,0.6990,0.1065,18.5798,0.0272,20.9830,13.4038
1/17/2016,14,722.3076,929.7662,61.9732,0.6486,0.8307,0.1310,19.9768,0.0257,23.0975,13.3802
1/17/2016,15,629.4034,905.1308,60.5992,0.6823,0.4851,0.0884,19.8412,0.0286,23.7625,13.2900
1/17/2016,16,470.6346,846.1670,57.0771,0.9046,0.6727,0.1021,19.3185,0.0205,23.8088,13.3022
1/17/2016,17,288.6160,727.4981,51.4811,0.9297,1.0717,0.1979,18.3595,0.0156,23.0542,13.3367
1/17/2016,18,88.8905,368.2949,28.2362,1.3961,7.9442,0.2717,17.0075,0.0141,21.4862,13.3913
1/17/2016,19,-2.4638,-0.1560,-2.4074,0.1081,0.0393,0.1014,14.8377,0.0177,19.1045,13.4208
1/17/2016,20,-2.8356,-0.3915,-2.8533,0.0960,0.0000,0.0000,12.7377,0.0127,16.7795,13.4573
1/17/2016,21,-2.7229,-0.3915,-2.8539,0.0000,0.0008,0.0023,11.8692,0.0107,15.3065,13.4600
1/17/2016,22,-2.7262,-0.3913,-2.8546,0.0054,0.0025,0.0000,11.0310,0.0119,14.3733,13.5070
1/17/2016,23,-2.7348,-0.3917,-2.8362,0.0202,0.0000,0.0324,10.1375,0.0130,13.4482,13.4708
1/18/2016,0,-2.7497,-0.3892,-2.8489,0.0293,0.0146,0.0173,9.1080,0.0139,12.6173,13.5443
1/18/2016,1,-2.7242,-0.3914,-2.8174,0.0000,0.0033,0.0559,8.2599,0.0124,11.8193,13.5248
1/18/2016,2,-2.7215,-0.3914,-2.6194,0.0103,0.0033,0.0657,7.4076,0.0150,11.0527,13.5767
1/18/2016,3,-2.7251,-0.3905,-2.5518,0.0000,0.0088,0.0887,6.9572,0.0119,10.4162,13.5763
1/18/2016,4,-2.7157,-0.3914,-2.6044,0.0178,0.0026,0.0855,6.8018,0.0103,10.0548,13.5322
1/18/2016,5,-2.7254,-0.3757,-2.6181,0.0000,0.0227,0.0715,6.4717,0.0073,9.7210,13.5390
1/18/2016,6,-2.8019,-0.3905,-2.8620,0.0257,0.0078,0.0168,6.2834,0.0118,9.6062,11.5082
1/18/2016,7,-2.7256,-0.3606,-2.8433,0.0007,0.0482,0.0267,6.1599,0.0104,9.8020,11.4342
1/18/2016,8,13.5207,10.3338,12.2080,0.3454,0.7575,0.2566,6.1070,0.0169,9.6928,13.6020
1/18/2016,9,183.8270,423.0010,64.3511,1.7005,4.8583,0.4622,7.8518,0.0232,10.4322,13.6318
1/18/2016,10,379.2032,662.7162,101.6136,6.4618,12.9957,0.9092,11.9422,0.0277,13.8208,13.5795
1/18/2016,11,425.4451,386.0559,198.2641,35.9344,61.4645,2.2607,16.0930,0.0236,17.4723,13.5293
1/18/2016,12,675.5742,769.7029,142.6530,10.8348,15.9160,1.1942,20.3203,0.0304,21.2528,13.4217
1/18/2016,13,546.2158,465.4661,202.0766,40.3736,53.3789,2.5983,22.5250,0.0250,24.4722,13.3182
1/18/2016,14,683.6915,779.3849,124.6766,32.0330,43.6495,1.4564,24.0832,0.0256,26.3832,13.3028
1/18/2016,15,616.5008,823.1363,92.8004,7.2996,11.4234,0.7263,24.1475,0.0252,27.7092,13.3087
1/18/2016,16,460.4330,778.1380,76.2014,2.8488,4.4429,0.4064,23.5305,0.0219,27.7090,13.3328
1/18/2016,17,278.9592,647.8813,64.2896,0.9367,1.3456,0.2586,22.4582,0.0151,26.8085,13.2815
1/18/2016,18,89.0019,298.8304,37.2771,1.1888,4.9750,0.3325,21.2413,0.0156,25.3810,13.2995
1/18/2016,19,-2.1574,-0.0330,-2.0821,0.1279,0.0598,0.0762,18.3855,0.0163,22.9248,13.3800
1/18/2016,20,-2.7703,-0.3913,-2.8521,0.0527,0.0000,0.0024,16.2900,0.0132,20.3835,13.3667
1/18/2016,21,-2.7214,-0.3914,-2.8525,0.0007,0.0000,0.0000,15.0690,0.0117,18.6832,13.3938
1/18/2016,22,-2.7219,-0.3915,-2.8532,0.0000,0.0000,0.0000,14.1793,0.0094,17.4790,13.4043
1/18/2016,23,-2.7434,-0.3915,-2.8406,0.0257,0.0000,0.0185,13.2935,0.0099,16.5120,13.4893
1/19/2016,0,-2.7227,-0.3916,-2.8306,0.0000,0.0000,0.0459,12.9650,0.0105,15.8833,13.4950
1/19/2016,1,-2.7226,-0.3916,-2.7510,0.0091,0.0000,0.0564,12.2615,0.0121,15.3073,13.4482
1/19/2016,2,-2.6673,-0.3916,-2.5899,0.0532,0.0008,0.0838,12.1402,0.0075,14.9628,13.4745
1/19/2016,3,-2.7232,-0.3917,-2.8126,0.0000,0.0000,0.0523,12.0770,0.0098,14.8875,13.5430
1/19/2016,4,-2.7232,-0.3917,-2.7470,0.0000,0.0000,0.1092,11.5358,0.0103,14.5568,13.5285
1/19/2016,5,-2.7195,-0.3914,-2.6342,0.0106,0.0017,0.0973,11.5675,0.0113,14.3542,13.4943
1/19/2016,6,-2.8158,-0.3917,-2.8894,0.0286,0.0000,0.0208,11.4367,0.0117,14.4040,11.5205
1/19/2016,7,-2.7452,-0.3917,-2.8546,0.0409,0.0000,0.0000,11.2250,0.0073,14.5955,11.4405
1/19/2016,8,24.1483,100.3005,12.3222,0.4845,1.6256,0.2240,11.4807,0.0112,14.6037,13.5140
1/19/2016,9,180.4509,446.9504,64.7467,3.5580,9.5559,0.5616,14.3232,0.0223,16.0917,13.5355
1/19/2016,10,200.6209,38.6417,183.7934,18.2387,41.0227,1.9839,17.4562,0.0177,18.6402,13.5060
1/19/2016,11,328.1580,81.0932,277.4499,54.7718,88.0125,4.7152,20.1087,0.0170,20.9595,13.4552
1/19/2016,12,567.5742,386.9413,295.1166,125.8671,177.8213,7.5249,22.4382,0.0195,23.3368,13.3543
1/19/2016,13,586.5036,344.4537,329.1376,108.2176,140.5433,10.5359,23.9888,0.0200,25.3617,13.3308
1/19/2016,14,563.6098,308.2937,338.0303,128.7014,172.2758,9.0856,24.7262,0.0182,26.4518,13.2830
1/19/2016,15,494.6772,371.9762,260.9951,63.2897,92.1281,6.8116,25.1297,0.0205,27.2350,13.2793
1/19/2016,16,461.1610,607.6436,159.2704,30.2450,56.0761,3.7387,24.9672,0.0172,27.4945,13.3417
1/19/2016,17,274.4742,494.3351,104.0512,16.1918,47.7479,1.4557,24.5647,0.0145,27.4313,13.3363
1/19/2016,18,77.2048,250.6787,33.7105,4.7604,20.4588,0.3979,22.6880,0.0138,26.1377,13.2730
1/19/2016,19,-1.9373,-0.0488,-2.0215,0.0548,0.0456,0.0508,20.6510,0.0124,24.2857,13.3177
1/19/2016,20,-2.7200,-0.3911,-2.8507,0.0022,0.0000,0.0000,19.2837,0.0103,22.7335,13.3397
1/19/2016,21,-2.7202,-0.3912,-2.8514,0.0000,0.0000,0.0000,18.2830,0.0093,21.6033,13.3898
1/19/2016,22,-2.6371,-0.3913,-2.7406,0.0162,0.0000,0.0110,17.5368,0.0092,20.7420,13.3912
